data,miasto,sklep,kategoria,towar,cena,sztuk
2017-01-25,Kraków,Kozłowski,wyposażenie szkolne,gąbka,4.00,181
2016-11-18,Warszawa,Stefaniak,meble,biurko,149.99,8
2015-12-14,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,21
2015-05-25,Białystok,Pietrasiuk,wyposażenie szkolne,kreda,5.00,15
2016-01-31,Poznań,Romanowski,szkolno-biurowe,plastelina,2.99,354
2015-01-30,Warszawa,Stefaniak,szkolno-biurowe,długopis,1.49,239
2016-11-06,Białystok,Podsiadło,wyposażenie szkolne,tablica,590.00,1
2016-05-31,Poznań,Borowik,wyposażenie szkolne,tablica,590.00,1
2016-04-29,Łódź,Wdowiak,wyposażenie szkolne,tablica,590.00,1
2014-12-28,Kraków,Dudek,meble,krzesło obrotowe,69.00,10
2016-03-05,Warszawa,Stefaniak,meble,biurko,149.99,7
2016-12-03,Katowice,Michalak,meble,biurko,149.99,9
2016-03-11,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,9
2015-01-18,Poznań,Romanowski,meble,biurko,149.99,15
2015-12-05,Gdańsk,Skiba,szkolno-biurowe,plastelina,2.99,126
2015-06-16,Poznań,Romanowski,szkolno-biurowe,plastelina,2.99,374
2016-01-21,Łódź,Wdowiak,wyposażenie szkolne,tablica,590.00,1
2016-02-16,Gdańsk,Socha,meble,krzesło obrotowe,69.00,29
2015-11-15,Radom,Grycuk,wyposażenie szkolne,kreda,5.00,69
2016-08-15,Gdańsk,Żurek,wyposażenie szkolne,kreda,5.00,253
2017-01-16,Białystok,Podsiadło,szkolno-biurowe,plastelina,2.99,62
2016-02-12,Warszawa,Malinowski,szkolno-biurowe,długopis,1.49,159
2014-12-22,Gdańsk,Socha,szkolno-biurowe,flamaster,0.99,250
2015-09-01,Gdańsk,Krupa,szkolno-biurowe,plastelina,2.99,34
2015-12-10,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,3
2015-04-24,Radom,Arendt,szkolno-biurowe,flamaster,0.99,26
2017-01-30,Poznań,Szewczyk,wyposażenie szkolne,kreda,5.00,171
2016-03-19,Gdańsk,Skiba,meble,krzesło obrotowe,69.00,3
2015-06-23,Poznań,Romanowski,wyposażenie szkolne,kreda,5.00,134
2016-02-18,Katowice,Jankowski,szkolno-biurowe,plastelina,2.99,76
2016-04-19,Białystok,Podsiadło,wyposażenie szkolne,tablica,590.00,1
2015-05-20,Poznań,Romanowski,szkolno-biurowe,plastelina,2.99,67
2016-05-03,Kraków,Kozłowski,wyposażenie szkolne,kreda,5.00,174
2015-01-20,Radom,Grycuk,szkolno-biurowe,dziurkacz,7.50,8
2014-10-30,Poznań,Romanowski,wyposażenie szkolne,gąbka,4.00,309
2016-08-22,Poznań,Szewczyk,wyposażenie szkolne,tablica,590.00,2
2017-04-02,Katowice,Gaińska,wyposażenie szkolne,tablica,590.00,2
2015-02-12,Kraków,Dudek,szkolno-biurowe,plastelina,2.99,151
2015-06-24,Białystok,Podsiadło,szkolno-biurowe,plastelina,2.99,70
2016-10-06,Radom,Grycuk,wyposażenie szkolne,kreda,5.00,149
2016-09-20,Poznań,Romanowski,wyposażenie szkolne,tablica,590.00,4
2016-06-01,Poznań,Borowik,wyposażenie szkolne,gąbka,4.00,167
2016-07-22,Poznań,Borowik,meble,biurko,149.99,8
2015-06-25,Poznań,Szewczyk,szkolno-biurowe,długopis,1.49,57
2016-08-18,Radom,Zawadzki,meble,biurko,149.99,2
2016-03-25,Kraków,Dudek,szkolno-biurowe,flamaster,0.99,119
2015-05-11,Łódź,Wdowiak,meble,biurko,149.99,9
2015-06-09,Poznań,Szewczyk,meble,krzesło obrotowe,69.00,4
2015-08-31,Kraków,Wróbel,wyposażenie szkolne,gąbka,4.00,121
2015-01-11,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,1
2014-11-19,Radom,Grycuk,meble,krzesło obrotowe,69.00,14
2015-01-24,Kraków,Sikorski,wyposażenie szkolne,tablica,590.00,3
2016-03-07,Warszawa,Malinowski,wyposażenie szkolne,kreda,5.00,452
2014-10-13,Łódź,Wdowiak,szkolno-biurowe,długopis,1.49,177
2015-03-05,Katowice,Gaińska,wyposażenie szkolne,gąbka,4.00,122
2014-12-25,Katowice,Jankowski,szkolno-biurowe,flamaster,0.99,306
2017-02-19,Białystok,Pietrasiuk,szkolno-biurowe,plastelina,2.99,19
2016-12-05,Radom,Zawadzki,wyposażenie szkolne,gąbka,4.00,9
2017-01-07,Białystok,Pietrasiuk,szkolno-biurowe,długopis,1.49,6
2015-11-17,Kraków,Wróbel,wyposażenie szkolne,gąbka,4.00,39
2015-01-19,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,6
2017-03-22,Kraków,Wróbel,meble,krzesło obrotowe,69.00,7
2015-06-04,Gdańsk,Socha,szkolno-biurowe,długopis,1.49,91
2016-05-08,Katowice,Michalak,meble,biurko,149.99,9
2017-03-24,Warszawa,Stefaniak,meble,biurko,149.99,23
2015-07-17,Łódź,Wdowiak,meble,biurko,149.99,4
2015-09-14,Gdańsk,Krupa,szkolno-biurowe,flamaster,0.99,272
2016-11-02,Warszawa,Malinowski,wyposażenie szkolne,gąbka,4.00,316
2015-03-04,Kraków,Wróbel,szkolno-biurowe,plastelina,2.99,101
2016-02-10,Łódź,Wdowiak,meble,biurko,149.99,11
2016-03-26,Łódź,Wdowiak,wyposażenie szkolne,gąbka,4.00,1
2016-03-09,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,3
2016-09-23,Białystok,Pietrasiuk,meble,biurko,149.99,2
2016-10-24,Katowice,Michalak,wyposażenie szkolne,gąbka,4.00,5
2015-08-08,Poznań,Romanowski,wyposażenie szkolne,tablica,590.00,2
2017-03-03,Poznań,Szewczyk,szkolno-biurowe,długopis,1.49,104
2016-01-26,Radom,Grycuk,szkolno-biurowe,flamaster,0.99,11
2015-09-25,Poznań,Szewczyk,meble,biurko,149.99,12
2017-02-10,Białystok,Podsiadło,wyposażenie szkolne,gąbka,4.00,38
2014-12-18,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,2
2017-01-03,Kraków,Dudek,szkolno-biurowe,flamaster,0.99,74
2014-10-10,Gdańsk,Żurek,meble,krzesło obrotowe,69.00,25
2017-02-11,Radom,Zawadzki,szkolno-biurowe,flamaster,0.99,18
2017-05-08,Łódź,Wdowiak,meble,biurko,149.99,2
2015-02-12,Białystok,Pietrasiuk,szkolno-biurowe,dziurkacz,7.50,19
2015-11-02,Gdańsk,Żurek,wyposażenie szkolne,kreda,5.00,18
2015-05-22,Radom,Grycuk,szkolno-biurowe,długopis,1.49,80
2016-11-19,Poznań,Borowik,wyposażenie szkolne,tablica,590.00,1
2016-06-20,Katowice,Gaińska,wyposażenie szkolne,kreda,5.00,221
2017-04-04,Gdańsk,Skiba,wyposażenie szkolne,tablica,590.00,1
2016-09-24,Radom,Zawadzki,meble,biurko,149.99,2
2016-02-15,Radom,Grycuk,meble,biurko,149.99,4
2015-09-24,Poznań,Romanowski,szkolno-biurowe,długopis,1.49,74
2016-04-17,Gdańsk,Socha,meble,krzesło obrotowe,69.00,7
2015-11-09,Katowice,Gaińska,wyposażenie szkolne,gąbka,4.00,352
2016-07-03,Łódź,Kaczmarek,szkolno-biurowe,długopis,1.49,115
2017-01-13,Białystok,Podsiadło,meble,biurko,149.99,1
2015-01-22,Gdańsk,Krupa,wyposażenie szkolne,gąbka,4.00,129
2015-01-06,Białystok,Pietrasiuk,meble,biurko,149.99,2
2015-10-04,Kraków,Wróbel,meble,krzesło obrotowe,69.00,2
2015-12-01,Katowice,Gaińska,meble,krzesło obrotowe,69.00,32
2016-11-09,Radom,Arendt,szkolno-biurowe,plastelina,2.99,196
2017-01-01,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,8
2015-05-25,Białystok,Podsiadło,szkolno-biurowe,plastelina,2.99,81
2015-09-22,Warszawa,Malinowski,wyposażenie szkolne,kreda,5.00,445
2015-06-15,Radom,Grycuk,szkolno-biurowe,długopis,1.49,90
2015-07-09,Warszawa,Malinowski,szkolno-biurowe,dziurkacz,7.50,115
2016-07-01,Poznań,Borowik,meble,krzesło obrotowe,69.00,20
2016-07-10,Poznań,Borowik,szkolno-biurowe,flamaster,0.99,32
2016-12-09,Warszawa,Stefaniak,wyposażenie szkolne,tablica,590.00,2
2015-10-08,Katowice,Michalak,szkolno-biurowe,długopis,1.49,169
2016-05-25,Gdańsk,Krupa,meble,krzesło obrotowe,69.00,19
2017-03-01,Kraków,Dudek,wyposażenie szkolne,kreda,5.00,132
2015-10-16,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,2
2015-05-07,Białystok,Podsiadło,wyposażenie szkolne,gąbka,4.00,60
2015-09-13,Kraków,Kozłowski,szkolno-biurowe,długopis,1.49,203
2016-12-25,Katowice,Jankowski,wyposażenie szkolne,kreda,5.00,103
2015-08-03,Białystok,Podsiadło,wyposażenie szkolne,kreda,5.00,71
2017-02-25,Radom,Grycuk,szkolno-biurowe,długopis,1.49,97
2016-09-17,Radom,Zawadzki,szkolno-biurowe,plastelina,2.99,54
2016-07-23,Radom,Czarnecki,szkolno-biurowe,flamaster,0.99,87
2016-02-12,Radom,Arendt,meble,krzesło obrotowe,69.00,9
2015-10-15,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,34
2016-05-09,Łódź,Kaczmarek,szkolno-biurowe,długopis,1.49,204
2015-05-18,Gdańsk,Skiba,szkolno-biurowe,flamaster,0.99,269
2015-08-31,Radom,Czarnecki,szkolno-biurowe,dziurkacz,7.50,29
2016-02-23,Kraków,Dudek,szkolno-biurowe,dziurkacz,7.50,53
2017-04-17,Warszawa,Stefaniak,szkolno-biurowe,flamaster,0.99,259
2015-11-19,Poznań,Borowik,meble,krzesło obrotowe,69.00,16
2016-03-23,Łódź,Kaczmarski,meble,krzesło obrotowe,69.00,15
2016-05-18,Łódź,Kaczmarek,wyposażenie szkolne,kreda,5.00,216
2015-12-04,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,38
2016-11-25,Łódź,Kaczmarski,wyposażenie szkolne,gąbka,4.00,217
2016-12-01,Radom,Grycuk,wyposażenie szkolne,kreda,5.00,14
2015-10-24,Kraków,Sikorski,wyposażenie szkolne,gąbka,4.00,257
2016-09-18,Kraków,Kozłowski,szkolno-biurowe,dziurkacz,7.50,91
2016-07-03,Radom,Grycuk,szkolno-biurowe,plastelina,2.99,104
2016-07-02,Kraków,Kozłowski,meble,biurko,149.99,2
2017-04-04,Łódź,Kaczmarek,meble,biurko,149.99,12
2016-08-30,Warszawa,Stefaniak,wyposażenie szkolne,kreda,5.00,514
2016-02-13,Łódź,Wdowiak,szkolno-biurowe,długopis,1.49,8
2016-10-29,Gdańsk,Socha,wyposażenie szkolne,gąbka,4.00,125
2015-07-30,Gdańsk,Skiba,wyposażenie szkolne,kreda,5.00,289
2014-10-19,Kraków,Sikorski,meble,biurko,149.99,7
2014-10-21,Poznań,Borowik,wyposażenie szkolne,tablica,590.00,4
2016-06-29,Białystok,Pietrasiuk,wyposażenie szkolne,kreda,5.00,73
2014-12-14,Poznań,Borowik,wyposażenie szkolne,gąbka,4.00,165
2015-10-17,Gdańsk,Socha,meble,krzesło obrotowe,69.00,17
2016-10-05,Gdańsk,Skiba,wyposażenie szkolne,tablica,590.00,1
2014-12-22,Poznań,Szewczyk,wyposażenie szkolne,kreda,5.00,315
2017-04-22,Radom,Zawadzki,meble,krzesło obrotowe,69.00,8
2016-03-25,Katowice,Michalak,szkolno-biurowe,długopis,1.49,183
2017-03-23,Katowice,Gaińska,wyposażenie szkolne,tablica,590.00,3
2015-09-06,Kraków,Wróbel,wyposażenie szkolne,gąbka,4.00,135
2016-04-25,Katowice,Michalak,meble,krzesło obrotowe,69.00,23
2014-12-02,Radom,Grycuk,meble,biurko,149.99,2
2015-05-02,Łódź,Wdowiak,szkolno-biurowe,dziurkacz,7.50,36
2015-12-31,Gdańsk,Socha,wyposażenie szkolne,gąbka,4.00,43
2016-12-01,Katowice,Gaińska,meble,biurko,149.99,17
2017-04-26,Łódź,Kaczmarski,wyposażenie szkolne,gąbka,4.00,128
2017-04-10,Katowice,Jankowski,meble,biurko,149.99,1
2016-09-02,Warszawa,Malinowski,wyposażenie szkolne,tablica,590.00,3
2016-07-13,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,36
2017-02-08,Poznań,Romanowski,meble,krzesło obrotowe,69.00,10
2014-10-14,Poznań,Borowik,wyposażenie szkolne,tablica,590.00,3
2014-10-26,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,16
2016-02-27,Białystok,Pietrasiuk,meble,biurko,149.99,1
2016-11-03,Katowice,Gaińska,meble,biurko,149.99,10
2016-02-21,Białystok,Pietrasiuk,szkolno-biurowe,plastelina,2.99,14
2016-08-17,Katowice,Gaińska,meble,biurko,149.99,3
2017-03-16,Radom,Arendt,szkolno-biurowe,flamaster,0.99,90
2015-06-24,Łódź,Kaczmarek,szkolno-biurowe,flamaster,0.99,183
2015-10-28,Kraków,Wróbel,wyposażenie szkolne,kreda,5.00,235
2016-12-30,Katowice,Gaińska,meble,biurko,149.99,1
2014-10-10,Białystok,Pietrasiuk,wyposażenie szkolne,gąbka,4.00,24
2016-06-19,Warszawa,Malinowski,wyposażenie szkolne,gąbka,4.00,250
2016-08-20,Gdańsk,Krupa,meble,krzesło obrotowe,69.00,20
2015-05-30,Gdańsk,Socha,meble,krzesło obrotowe,69.00,24
2015-05-16,Kraków,Sikorski,szkolno-biurowe,długopis,1.49,128
2016-10-14,Białystok,Pietrasiuk,wyposażenie szkolne,gąbka,4.00,21
2017-01-22,Katowice,Gaińska,wyposażenie szkolne,kreda,5.00,109
2015-06-27,Warszawa,Stefaniak,meble,biurko,149.99,5
2016-10-23,Łódź,Kaczmarek,szkolno-biurowe,flamaster,0.99,182
2017-03-25,Kraków,Dudek,wyposażenie szkolne,tablica,590.00,1
2015-04-14,Poznań,Borowik,szkolno-biurowe,dziurkacz,7.50,196
2015-09-26,Warszawa,Malinowski,wyposażenie szkolne,tablica,590.00,3
2014-12-25,Poznań,Romanowski,wyposażenie szkolne,tablica,590.00,1
2017-04-06,Warszawa,Malinowski,wyposażenie szkolne,tablica,590.00,2
2017-04-28,Poznań,Szewczyk,szkolno-biurowe,długopis,1.49,143
2016-05-11,Radom,Arendt,wyposażenie szkolne,kreda,5.00,32
2016-01-19,Radom,Zawadzki,wyposażenie szkolne,tablica,590.00,1
2016-11-26,Łódź,Kaczmarek,wyposażenie szkolne,gąbka,4.00,124
2016-01-11,Katowice,Jankowski,wyposażenie szkolne,kreda,5.00,168
2016-11-25,Katowice,Jankowski,meble,krzesło obrotowe,69.00,38
2017-04-24,Gdańsk,Skiba,meble,krzesło obrotowe,69.00,19
2017-03-21,Katowice,Michalak,szkolno-biurowe,plastelina,2.99,491
2014-11-08,Łódź,Wdowiak,meble,biurko,149.99,3
2015-01-17,Kraków,Wróbel,meble,krzesło obrotowe,69.00,10
2016-10-11,Kraków,Kozłowski,wyposażenie szkolne,kreda,5.00,33
2016-07-30,Poznań,Szewczyk,wyposażenie szkolne,gąbka,4.00,98
2016-06-06,Warszawa,Stefaniak,meble,biurko,149.99,23
2016-01-21,Łódź,Kaczmarski,meble,krzesło obrotowe,69.00,11
2015-06-05,Warszawa,Stefaniak,wyposażenie szkolne,gąbka,4.00,232
2017-03-06,Katowice,Gaińska,wyposażenie szkolne,gąbka,4.00,209
2015-02-22,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,31
2015-07-18,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,12
2015-06-14,Łódź,Kaczmarski,wyposażenie szkolne,kreda,5.00,44
2015-11-02,Kraków,Sikorski,szkolno-biurowe,plastelina,2.99,161
2016-11-29,Łódź,Kaczmarek,meble,biurko,149.99,12
2016-10-11,Gdańsk,Krupa,wyposażenie szkolne,tablica,590.00,2
2015-07-24,Katowice,Jankowski,wyposażenie szkolne,kreda,5.00,431
2015-03-06,Katowice,Jankowski,szkolno-biurowe,flamaster,0.99,209
2015-08-25,Kraków,Wróbel,meble,krzesło obrotowe,69.00,6
2016-09-26,Łódź,Wdowiak,wyposażenie szkolne,tablica,590.00,2
2017-02-02,Poznań,Szewczyk,wyposażenie szkolne,kreda,5.00,70
2016-05-07,Warszawa,Malinowski,wyposażenie szkolne,tablica,590.00,6
2015-06-20,Katowice,Michalak,meble,krzesło obrotowe,69.00,10
2015-12-01,Gdańsk,Krupa,szkolno-biurowe,dziurkacz,7.50,107
2016-12-07,Gdańsk,Skiba,meble,biurko,149.99,5
2015-01-29,Katowice,Jankowski,szkolno-biurowe,plastelina,2.99,341
2015-06-20,Warszawa,Malinowski,wyposażenie szkolne,kreda,5.00,287
2016-01-06,Warszawa,Stefaniak,szkolno-biurowe,długopis,1.49,68
2016-10-02,Kraków,Sikorski,meble,krzesło obrotowe,69.00,1
2016-10-18,Łódź,Kaczmarski,szkolno-biurowe,flamaster,0.99,44
2014-12-07,Gdańsk,Krupa,wyposażenie szkolne,gąbka,4.00,328
2016-01-28,Gdańsk,Socha,wyposażenie szkolne,gąbka,4.00,3
2016-09-20,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,16
2016-04-11,Kraków,Wróbel,wyposażenie szkolne,gąbka,4.00,280
2017-04-03,Warszawa,Malinowski,meble,biurko,149.99,23
2016-05-26,Kraków,Kozłowski,meble,krzesło obrotowe,69.00,16
2016-03-13,Białystok,Podsiadło,wyposażenie szkolne,gąbka,4.00,92
2016-02-04,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,42
2017-05-09,Warszawa,Malinowski,wyposażenie szkolne,kreda,5.00,204
2016-05-15,Radom,Zawadzki,meble,biurko,149.99,3
2015-01-29,Poznań,Borowik,wyposażenie szkolne,gąbka,4.00,163
2014-11-29,Poznań,Borowik,meble,krzesło obrotowe,69.00,16
2016-09-01,Kraków,Dudek,meble,biurko,149.99,3
2016-08-23,Kraków,Sikorski,szkolno-biurowe,dziurkacz,7.50,69
2014-11-06,Katowice,Michalak,meble,biurko,149.99,6
2015-03-29,Warszawa,Stefaniak,szkolno-biurowe,długopis,1.49,242
2014-10-10,Warszawa,Stefaniak,meble,biurko,149.99,22
2017-03-23,Gdańsk,Socha,meble,krzesło obrotowe,69.00,25
2016-05-19,Katowice,Gaińska,szkolno-biurowe,długopis,1.49,174
2015-09-21,Łódź,Kaczmarski,wyposażenie szkolne,gąbka,4.00,218
2015-09-13,Katowice,Jankowski,meble,krzesło obrotowe,69.00,27
2015-02-17,Gdańsk,Żurek,wyposażenie szkolne,kreda,5.00,8
2017-02-15,Łódź,Wdowiak,wyposażenie szkolne,gąbka,4.00,98
2016-11-28,Gdańsk,Socha,szkolno-biurowe,plastelina,2.99,93
2016-12-30,Białystok,Pietrasiuk,wyposażenie szkolne,kreda,5.00,62
2016-12-27,Warszawa,Stefaniak,wyposażenie szkolne,tablica,590.00,3
2015-04-17,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,10
2016-09-13,Kraków,Sikorski,meble,biurko,149.99,7
2016-01-07,Kraków,Dudek,szkolno-biurowe,flamaster,0.99,135
2016-09-01,Radom,Arendt,szkolno-biurowe,długopis,1.49,71
2016-05-14,Kraków,Wróbel,szkolno-biurowe,długopis,1.49,91
2016-10-18,Kraków,Sikorski,szkolno-biurowe,flamaster,0.99,74
2016-07-14,Kraków,Sikorski,szkolno-biurowe,flamaster,0.99,221
2017-05-09,Radom,Arendt,meble,krzesło obrotowe,69.00,1
2014-10-15,Łódź,Wdowiak,meble,biurko,149.99,2
2016-12-22,Gdańsk,Skiba,meble,krzesło obrotowe,69.00,30
2016-07-03,Białystok,Podsiadło,meble,biurko,149.99,3
2015-06-12,Łódź,Kaczmarski,wyposażenie szkolne,kreda,5.00,186
2016-10-01,Katowice,Gaińska,meble,biurko,149.99,1
2016-12-15,Gdańsk,Skiba,wyposażenie szkolne,kreda,5.00,57
2017-03-06,Łódź,Kaczmarek,szkolno-biurowe,dziurkacz,7.50,31
2016-11-05,Warszawa,Malinowski,szkolno-biurowe,plastelina,2.99,41
2015-06-06,Gdańsk,Socha,szkolno-biurowe,plastelina,2.99,149
2015-02-01,Gdańsk,Skiba,meble,krzesło obrotowe,69.00,23
2015-02-14,Kraków,Sikorski,meble,biurko,149.99,9
2016-02-21,Poznań,Szewczyk,meble,krzesło obrotowe,69.00,21
2014-11-26,Gdańsk,Żurek,wyposażenie szkolne,kreda,5.00,299
2015-01-31,Radom,Grycuk,wyposażenie szkolne,gąbka,4.00,81
2015-04-02,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,48
2016-09-19,Katowice,Gaińska,meble,biurko,149.99,8
2016-09-10,Kraków,Kozłowski,wyposażenie szkolne,tablica,590.00,2
2015-03-16,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2016-05-22,Radom,Zawadzki,wyposażenie szkolne,kreda,5.00,60
2016-11-11,Kraków,Dudek,szkolno-biurowe,długopis,1.49,37
2017-04-13,Warszawa,Stefaniak,szkolno-biurowe,plastelina,2.99,102
2016-05-06,Warszawa,Stefaniak,szkolno-biurowe,długopis,1.49,14
2015-02-25,Kraków,Kozłowski,szkolno-biurowe,plastelina,2.99,88
2016-04-21,Katowice,Gaińska,szkolno-biurowe,flamaster,0.99,295
2016-10-29,Warszawa,Stefaniak,meble,biurko,149.99,1
2016-02-08,Gdańsk,Krupa,szkolno-biurowe,długopis,1.49,6
2015-01-16,Radom,Arendt,meble,biurko,149.99,6
2016-02-24,Gdańsk,Socha,szkolno-biurowe,flamaster,0.99,314
2015-01-28,Warszawa,Malinowski,szkolno-biurowe,dziurkacz,7.50,83
2015-06-13,Gdańsk,Skiba,wyposażenie szkolne,tablica,590.00,3
2015-09-22,Radom,Arendt,wyposażenie szkolne,gąbka,4.00,175
2017-04-15,Łódź,Kaczmarek,meble,krzesło obrotowe,69.00,1
2015-11-17,Poznań,Romanowski,szkolno-biurowe,plastelina,2.99,12
2015-09-30,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,19
2016-04-14,Kraków,Sikorski,szkolno-biurowe,flamaster,0.99,62
2014-12-15,Białystok,Pietrasiuk,meble,biurko,149.99,4
2015-10-02,Poznań,Romanowski,szkolno-biurowe,plastelina,2.99,306
2016-03-22,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2016-01-02,Kraków,Sikorski,wyposażenie szkolne,tablica,590.00,2
2016-08-30,Poznań,Borowik,szkolno-biurowe,długopis,1.49,97
2015-07-12,Poznań,Borowik,szkolno-biurowe,flamaster,0.99,100
2015-02-24,Łódź,Kaczmarski,wyposażenie szkolne,gąbka,4.00,263
2015-04-23,Łódź,Kaczmarek,szkolno-biurowe,dziurkacz,7.50,10
2016-06-05,Białystok,Podsiadło,meble,biurko,149.99,1
2017-03-28,Łódź,Kaczmarek,meble,krzesło obrotowe,69.00,18
2016-06-09,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,40
2015-09-19,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,34
2017-04-22,Gdańsk,Skiba,wyposażenie szkolne,kreda,5.00,1
2016-05-24,Kraków,Dudek,meble,biurko,149.99,12
2016-05-04,Kraków,Dudek,meble,biurko,149.99,1
2014-10-18,Warszawa,Malinowski,wyposażenie szkolne,tablica,590.00,3
2016-05-08,Radom,Grycuk,meble,biurko,149.99,8
2016-07-14,Kraków,Sikorski,szkolno-biurowe,flamaster,0.99,17
2015-09-17,Poznań,Borowik,szkolno-biurowe,flamaster,0.99,308
2015-12-11,Poznań,Szewczyk,meble,krzesło obrotowe,69.00,13
2016-09-25,Łódź,Wdowiak,wyposażenie szkolne,kreda,5.00,211
2015-09-11,Warszawa,Malinowski,szkolno-biurowe,plastelina,2.99,242
2015-02-10,Łódź,Kaczmarski,szkolno-biurowe,flamaster,0.99,29
2016-04-08,Kraków,Kozłowski,meble,krzesło obrotowe,69.00,8
2016-05-01,Kraków,Kozłowski,meble,krzesło obrotowe,69.00,11
2015-04-30,Poznań,Borowik,wyposażenie szkolne,kreda,5.00,165
2015-02-11,Białystok,Podsiadło,szkolno-biurowe,dziurkacz,7.50,43
2017-02-21,Katowice,Jankowski,meble,biurko,149.99,5
2016-05-02,Poznań,Szewczyk,meble,biurko,149.99,2
2016-03-20,Łódź,Kaczmarek,meble,biurko,149.99,2
2015-04-13,Poznań,Szewczyk,meble,biurko,149.99,3
2016-04-22,Katowice,Gaińska,szkolno-biurowe,długopis,1.49,118
2017-04-10,Katowice,Jankowski,meble,krzesło obrotowe,69.00,14
2016-12-31,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,2
2016-10-12,Radom,Grycuk,wyposażenie szkolne,kreda,5.00,93
2016-08-26,Warszawa,Stefaniak,szkolno-biurowe,flamaster,0.99,306
2017-01-16,Poznań,Borowik,szkolno-biurowe,długopis,1.49,134
2016-06-16,Białystok,Podsiadło,szkolno-biurowe,dziurkacz,7.50,33
2016-12-20,Łódź,Kaczmarek,meble,biurko,149.99,12
2016-10-15,Radom,Arendt,meble,krzesło obrotowe,69.00,13
2015-12-25,Kraków,Dudek,meble,krzesło obrotowe,69.00,17
2015-05-13,Białystok,Pietrasiuk,szkolno-biurowe,plastelina,2.99,83
2015-12-11,Gdańsk,Skiba,szkolno-biurowe,flamaster,0.99,13
2015-02-09,Radom,Arendt,szkolno-biurowe,długopis,1.49,112
2016-08-03,Gdańsk,Żurek,meble,krzesło obrotowe,69.00,31
2017-04-08,Łódź,Kaczmarek,meble,biurko,149.99,7
2016-06-10,Kraków,Kozłowski,wyposażenie szkolne,kreda,5.00,204
2016-03-26,Białystok,Podsiadło,wyposażenie szkolne,kreda,5.00,65
2017-01-02,Łódź,Wdowiak,szkolno-biurowe,długopis,1.49,154
2016-08-05,Łódź,Wdowiak,meble,biurko,149.99,11
2015-03-14,Katowice,Michalak,meble,krzesło obrotowe,69.00,2
2017-03-30,Gdańsk,Skiba,wyposażenie szkolne,kreda,5.00,237
2015-04-30,Gdańsk,Krupa,meble,biurko,149.99,13
2016-09-22,Poznań,Romanowski,meble,biurko,149.99,15
2015-05-21,Łódź,Kaczmarek,wyposażenie szkolne,gąbka,4.00,226
2015-07-09,Kraków,Sikorski,meble,krzesło obrotowe,69.00,4
2016-02-12,Radom,Zawadzki,szkolno-biurowe,dziurkacz,7.50,84
2015-12-27,Łódź,Wdowiak,szkolno-biurowe,plastelina,2.99,289
2015-10-12,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2017-04-18,Katowice,Michalak,wyposażenie szkolne,gąbka,4.00,18
2016-10-08,Białystok,Podsiadło,szkolno-biurowe,dziurkacz,7.50,34
2016-11-27,Łódź,Wdowiak,szkolno-biurowe,dziurkacz,7.50,102
2016-11-13,Łódź,Kaczmarek,szkolno-biurowe,dziurkacz,7.50,45
2016-08-19,Gdańsk,Żurek,meble,biurko,149.99,4
2015-05-23,Poznań,Szewczyk,meble,krzesło obrotowe,69.00,2
2015-10-13,Białystok,Podsiadło,wyposażenie szkolne,kreda,5.00,67
2016-06-10,Łódź,Kaczmarski,meble,krzesło obrotowe,69.00,19
2016-04-30,Kraków,Dudek,szkolno-biurowe,plastelina,2.99,137
2015-10-11,Katowice,Gaińska,wyposażenie szkolne,gąbka,4.00,142
2016-11-15,Radom,Czarnecki,szkolno-biurowe,plastelina,2.99,49
2016-05-01,Radom,Arendt,meble,krzesło obrotowe,69.00,12
2015-12-04,Radom,Zawadzki,meble,biurko,149.99,5
2015-02-27,Poznań,Borowik,wyposażenie szkolne,tablica,590.00,2
2017-03-30,Poznań,Szewczyk,meble,biurko,149.99,13
2017-04-29,Katowice,Michalak,wyposażenie szkolne,gąbka,4.00,3
